File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
65dcb350-29a9-4602-b10e-2682281f8df6	0ef500c8-5a65-4f93-96b3-0b6a4b7e994c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CJ-4892	TCGA-CJ-4892-01A	Primary Tumor
0d9dc538-66cb-481c-b08a-bc96c18846b8	jhu-usc.edu_KIRC.HumanMethylation450.5.lvl-3.TCGA-B2-5635-01B-04D-A27A-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B2-5635	TCGA-B2-5635-01B	Primary Tumor
5fd3546f-a615-455b-b267-1795ad2a6283	22b2ac9e-b6d4-415e-b7ab-7c3c85c8d215.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CJ-4912	TCGA-CJ-4912-01A	Primary Tumor
8639eb33-c110-4af0-96f2-2a61ac1f661c	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_A06_697208.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-AK-3461	TCGA-AK-3461-01A	Primary Tumor
eed560f5-fa7d-40b5-b45a-721b7631040d	71c61f4b-a1c8-42b8-9103-312d26d1eb95.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-4973	TCGA-BP-4973-01A	Primary Tumor
a4adb052-a5b5-4d2a-909b-cabeea55f49e	dd4e47bf-44df-4eb2-acb9-f7b4522174f3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CJ-4907	TCGA-CJ-4907-01A	Primary Tumor
2ba9181e-7e35-4895-9c68-3cb62698d1e6	TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_G09_741984.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-5176	TCGA-BP-5176-11A	Solid Tissue Normal
ffb7c9e0-fc4f-4aba-bd19-3625c8a2b833	BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_A11_777506.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B0-5698	TCGA-B0-5698-01A	Primary Tumor
1a7b6531-739a-4a44-b05e-841574a056fb	12d6e524-97df-4ffc-a333-9562bc2dcfc6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-4700	TCGA-B0-4700-01A	Primary Tumor
395e4a57-8a09-4525-bb1c-ff0a1d7fff7d	NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_H04_730628.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-A3-3373	TCGA-A3-3373-01A	Primary Tumor
05773410-cc79-472e-a32f-a7fee22c46d3	TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_F01_742038.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CJ-4901	TCGA-CJ-4901-01A	Primary Tumor
66cc0f47-08dc-497f-ba1f-24cf3d354994	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_D12_697580.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4345	TCGA-BP-4345-11A	Solid Tissue Normal
586e39e7-5586-4841-a396-4a9fdf5199a1	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_D01_697430.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-4768	TCGA-BP-4768-01A	Primary Tumor
8d24d093-8dae-4f84-b611-d27d2869475c	d07bfce9-a69c-4124-9264-95582e2d7cb6.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-BP-4345	TCGA-BP-4345-01A	Primary Tumor
19d1b395-e1ed-4a24-bbc5-ebbbc7ef09f7	BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_C06_777504.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B4-5834	TCGA-B4-5834-10A	Blood Derived Normal
f6b02a60-5475-4a44-97c4-135c868721e7	SITUS_p_TCGAb50_SNP_N_GenomeWideSNP_6_E06_680112.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CJ-4639	TCGA-CJ-4639-11A	Solid Tissue Normal
11a98fcb-c3b9-4f5f-aaa4-5463e168e1d7	BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_E09_777566.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B4-5843	TCGA-B4-5843-01A	Primary Tumor
74c65e91-df38-4ad5-9c01-7e32760926fb	NARKY_p_TCGAb69_SNP_N_GenomeWideSNP_6_E05_697876.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4970	TCGA-BP-4970-11A	Solid Tissue Normal
642efaf3-613b-4523-a036-bc45d2ea7f57	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_E01_734828.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4712	TCGA-B0-4712-11A	Solid Tissue Normal
9d8d9bb4-c83a-4930-a39f-e93a8e8fc9bc	cb89cf4f-55a6-4e83-902d-4007e6d8bf4b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-5712	TCGA-B0-5712-11A	Solid Tissue Normal
968dc4b3-5420-4b8f-a036-80a4885c5a4f	jhu-usc.edu_KIRC.HumanMethylation450.6.lvl-3.TCGA-B4-5836-01A-11D-1670-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B4-5836	TCGA-B4-5836-01A	Primary Tumor
9dc27a84-ddc7-4d9e-8407-e7b866f0ff9d	8ad258ce-2a07-4f5e-a320-a7d79d48d9d7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-4160	TCGA-BP-4160-01A	Primary Tumor
fdb7b07a-15af-44e5-9f9e-36c7b3f567e1	4d3ecb9c-169b-4402-b3d9-11ff451d9db1.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-4758	TCGA-BP-4758-01A	Primary Tumor
4261f051-8b28-422d-90b3-6b4edb8e90fd	SITUS_p_TCGAb50_SNP_N_GenomeWideSNP_6_B11_680024.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-AK-3429	TCGA-AK-3429-01A	Primary Tumor
c2e55445-7587-4cb8-bbf8-689e72690248	jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-B0-5097-01A-01D-1418-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-5097	TCGA-B0-5097-01A	Primary Tumor
686c6980-3d0b-4f50-ad72-0e775e0e8c29	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_D08_697214.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4688	TCGA-B0-4688-01A	Primary Tumor
0b7a9c69-8c89-4499-b3d9-8c5dceb18ee5	SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_C07_748608.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CJ-5684	TCGA-CJ-5684-01A	Primary Tumor
953719f6-11fb-4dd0-82c0-6e32af2a83d0	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_A01_734928.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-AK-3458	TCGA-AK-3458-01A	Primary Tumor
316181cc-cce8-411f-a4a1-fb853e0cb083	NARKY_p_TCGAb69_SNP_N_GenomeWideSNP_6_A09_697962.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-5084	TCGA-B0-5084-01A	Primary Tumor
1f67c776-accf-4e0e-af6b-dd76eb7a1216	MOHEL_p_TCGA_271_274_275_N_GenomeWideSNP_6_F08_1320398.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-DV-A4VX	TCGA-DV-A4VX-01A	Primary Tumor
956bb591-03b2-4e4b-80dc-c4ddec460c18	REEDY_p_TCGAb65_SNP_N_GenomeWideSNP_6_B09_697718.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-4781	TCGA-BP-4781-11A	Solid Tissue Normal
d4a4be9d-7483-4984-87a5-aeb0a30eb046	SITUS_p_TCGAb50_SNP_N_GenomeWideSNP_6_A11_680044.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B8-4620	TCGA-B8-4620-10A	Blood Derived Normal
ffbdb868-7d45-4ea6-9157-7b2bea21dcf3	BEFIT_p_TCGAb32_SNP_S_GenomeWideSNP_6_C09_584914.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-A3-3383	TCGA-A3-3383-11A	Solid Tissue Normal
ff0bd704-8026-42d7-81ce-1204155dccfc	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_E07_748084.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-DV-5569	TCGA-DV-5569-01A	Primary Tumor
cacfbd1c-5637-4e60-a63c-c492f910d2fb	ad8fe1db-05c3-4e0b-882b-973a0bad5ce7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-4975	TCGA-BP-4975-01A	Primary Tumor
4aa023ec-0667-4eb2-b252-9b32b388392f	SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_H05_748466.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B2-5633	TCGA-B2-5633-10A	Blood Derived Normal
26280006-d638-4f1e-b679-ea511b9a849f	5e34aa02-ef95-47e8-8dc1-7fdbbb9c883c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-B0-5097	TCGA-B0-5097-01A	Primary Tumor
36fc0da6-62e9-49de-b403-162df695ef8d	3a1ef3a4-f090-47dd-81ee-48469bc3f6ef.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-B4-5832	TCGA-B4-5832-01A	Primary Tumor
24643fb1-c403-4745-800d-56719299b003	jhu-usc.edu_KIRC.HumanMethylation450.5.lvl-3.TCGA-CW-5591-01A-01D-1536-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CW-5591	TCGA-CW-5591-01A	Primary Tumor
220c9b0e-14c9-44a3-892b-f413f35f367d	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_B11_697452.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-4354	TCGA-BP-4354-01A	Primary Tumor
e4d0f84b-8377-4258-878d-e8661f57ba26	DEBUT_p_TCGAb45_81_wRedosSNP_N_GenomeWideSNP_6_F12_729532.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4161	TCGA-BP-4161-01A	Primary Tumor
42024ead-6ddb-4b9e-9f2d-b94040185a51	jhu-usc.edu_KIRC.HumanMethylation450.6.lvl-3.TCGA-EU-5907-01A-11D-1670-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-EU-5907	TCGA-EU-5907-01A	Primary Tumor
96105991-fb29-4b37-bea8-9ece468fc307	be15f7d4-adb5-4aac-ba79-7e2ac311fdc6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CZ-4859	TCGA-CZ-4859-01A	Primary Tumor
84809c7f-daed-452f-9663-3002d54ab10b	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_G04_748068.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-DV-5567	TCGA-DV-5567-01A	Primary Tumor
3d0ad8bf-7a03-494b-9352-1416b032dca3	DADOS_p_TCGAb3_85_86_87_88_NSP_GenomeWideSNP_6_E08_1464704.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-A3-A8OX	TCGA-A3-A8OX-10A	Blood Derived Normal
8119e4ff-4b33-4a92-b164-7d5cd6bab1f5	1bfee95e-bb33-4e8d-9a8d-27393131050a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-AK-3429	TCGA-AK-3429-01A	Primary Tumor
4738f2da-a220-43da-9bf4-11c433b8fe24	d5b90c9f-ae7d-4516-960a-767ea9c7d0bc.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-4823	TCGA-B0-4823-01A	Primary Tumor
c0cebe1b-4232-4596-8c56-8b2e50f28cd3	jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-CZ-5460-11A-01D-1500-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CZ-5460	TCGA-CZ-5460-11A	Solid Tissue Normal
5d55e033-bbfd-41da-8c54-f3e80431e007	jhu-usc.edu_KIRC.HumanMethylation450.3.lvl-3.TCGA-BP-5180-01A-01D-1424-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-5180	TCGA-BP-5180-01A	Primary Tumor
592712d7-265c-48be-80b3-e61e0a19b51a	jhu-usc.edu_KIRC.HumanMethylation450.5.lvl-3.TCGA-B2-5635-01A-01D-A27A-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B2-5635	TCGA-B2-5635-01A	Primary Tumor
e31138df-2957-425c-a248-2ce10942867c	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_D12_697300.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4841	TCGA-B0-4841-11A	Solid Tissue Normal
883b6136-2ebf-4781-932e-f0d0f8341aff	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_G10_697344.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-AK-3433	TCGA-AK-3433-10A	Blood Derived Normal
66faa233-9e72-4fed-8445-07ece6676ac9	jhu-usc.edu_KIRC.HumanMethylation27.5.lvl-3.TCGA-B0-5081-01A-01D-1332-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-5081	TCGA-B0-5081-01A	Primary Tumor
722e071c-53f2-4831-a2c0-e881597f4283	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_A01_734928.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-AK-3458	TCGA-AK-3458-01A	Primary Tumor
03d18e3c-0a38-482a-8ae0-5fa6906cb6f5	0048d446-301b-4d04-97d2-1348b6889692.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CZ-5465	TCGA-CZ-5465-01A	Primary Tumor
4c795827-2252-4c18-bb62-9cd7f130c0cf	b4646167-a5ec-4ddf-9785-3602be0562b7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-4811	TCGA-B0-4811-01A	Primary Tumor
fc6b5fdc-3829-4df0-bdac-c15216b76e53	jhu-usc.edu_KIRC.HumanMethylation27.4.lvl-3.TCGA-BP-4803-01A-01D-1303-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4803	TCGA-BP-4803-01A	Primary Tumor
352cb47a-f6b8-45fd-9d81-c8ae367d37c3	MOHEL_p_TCGA_271_274_275_N_GenomeWideSNP_6_F09_1320470.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-MW-A4EC	TCGA-MW-A4EC-10A	Blood Derived Normal
6a0a533b-d334-4ee6-be75-974f946047f9	149c3888-04c2-4701-9217-746e05c7b346.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CW-5580	TCGA-CW-5580-11A	Solid Tissue Normal
6ed33842-1fbe-467d-b39d-4955296d7e40	0e008e62-9056-4389-a933-2a761614a5ec.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CJ-5681	TCGA-CJ-5681-01A	Primary Tumor
c82be063-2af6-4b9e-870c-5bdbec0867c4	f66dd895-d78c-4b35-8583-1a2b8464fde2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-A3-3347	TCGA-A3-3347-01A	Primary Tumor
70ba6042-b812-4e40-ae94-dc4b674265ca	NARKY_p_TCGAb69_SNP_N_GenomeWideSNP_6_E09_697802.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-4970	TCGA-BP-4970-01A	Primary Tumor
8937e516-a7c1-4265-92f0-9dbea9dc8a7d	REEDY_p_TCGAb65_SNP_N_GenomeWideSNP_6_B11_697656.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CJ-4874	TCGA-CJ-4874-11A	Solid Tissue Normal
dd7b1076-cbf0-41b8-8786-f6a9f131596f	jhu-usc.edu_KIRC.HumanMethylation450.1.lvl-3.TCGA-AK-3453-01A-02D-1275-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-AK-3453	TCGA-AK-3453-01A	Primary Tumor
ef2b3578-8f07-4a81-86aa-399b38396575	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_B05_734938.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B0-4818	TCGA-B0-4818-01A	Primary Tumor
c95e3113-82ec-4566-b4a5-77776f1c7048	jhu-usc.edu_KIRC.HumanMethylation450.6.lvl-3.TCGA-B4-5834-01A-11D-1670-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B4-5834	TCGA-B4-5834-01A	Primary Tumor
8e7647b1-97e5-4584-9192-ef11e58ba839	NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_F01_730664.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-5104	TCGA-B0-5104-11A	Solid Tissue Normal
2de6db4c-38ee-4b2f-abcf-470d4dfd0e1b	jhu-usc.edu_KIRC.HumanMethylation450.7.lvl-3.TCGA-B8-A54F-01A-11D-A264-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B8-A54F	TCGA-B8-A54F-01A	Primary Tumor
d6cd914b-a14f-49ca-8e76-9d80130854c2	OWNED_p_TCGA_b102_105_SNP_N_GenomeWideSNP_6_B02_777120.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CZ-5985	TCGA-CZ-5985-01A	Primary Tumor
01823202-f483-4956-953d-a0d0406ece02	jhu-usc.edu_KIRC.HumanMethylation27.4.lvl-3.TCGA-BP-4798-11A-01D-1303-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4798	TCGA-BP-4798-11A	Solid Tissue Normal
3a813015-ec2a-45c2-91e2-208073fc11da	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_A08_734974.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CZ-4866	TCGA-CZ-4866-01A	Primary Tumor
62f3f8d8-3050-4194-ad39-6ff4f904731b	18dcbed1-02db-4291-9a72-b4cfb69f5f75.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CJ-5678	TCGA-CJ-5678-11A	Solid Tissue Normal
b2bd936c-bac4-4aa3-be56-4f43881e1ea2	BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_F07_777570.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B0-5710	TCGA-B0-5710-11A	Solid Tissue Normal
f211b8de-02b1-400f-9f61-c83bcd164400	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_A12_734858.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CZ-5453	TCGA-CZ-5453-11A	Solid Tissue Normal
92d54d8b-25b2-4130-8feb-f55c9ebb6891	BEFIT_p_TCGAb32_SNP_S_GenomeWideSNP_6_C05_584888.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-A3-3322	TCGA-A3-3322-11A	Solid Tissue Normal
3bf038d3-e055-4033-aacd-a069ba94fd6f	jhu-usc.edu_KIRC.HumanMethylation27.2.lvl-3.TCGA-B8-4143-11A-01D-1186-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B8-4143	TCGA-B8-4143-11A	Solid Tissue Normal
af5bd153-c882-4f44-946b-41afbf05072d	3b57505d-cea2-4f9c-8c85-862fefaa5c63.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-BP-5198	TCGA-BP-5198-01A	Primary Tumor
31282378-0f3b-42bf-9ecd-6e2421e85fa4	NARKY_p_TCGAb69_SNP_N_GenomeWideSNP_6_F11_697950.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-4995	TCGA-BP-4995-01A	Primary Tumor
f6951c1f-50d9-497b-955c-ac20b3d81be4	jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-B4-5378-01A-01D-1500-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B4-5378	TCGA-B4-5378-01A	Primary Tumor
0e63e2b2-5d60-41bc-aa4a-6acbd64bef6c	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_B02_697260.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4777	TCGA-BP-4777-11A	Solid Tissue Normal
a0cd71c2-7678-47ab-8c04-85194ae3c59c	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_C12_748164.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-DV-5576	TCGA-DV-5576-01A	Primary Tumor
78e2d8fd-ede9-42e7-a1d7-3875153b6db7	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_G05_697536.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4330	TCGA-BP-4330-11A	Solid Tissue Normal
29ba7526-b0f9-469e-ad33-f01e34f3fb3c	1f9228de-689f-46ae-9a96-e0c4da1634dc.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-4968	TCGA-BP-4968-01A	Primary Tumor
e901ef5e-eac7-4212-93ef-877bbdf98f98	3c29c361-a7c0-49ec-852b-57e460f07959.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CZ-4863	TCGA-CZ-4863-11A	Solid Tissue Normal
0d59438e-2bcd-4847-9c8b-be41a8980ae3	24eae743-7c15-40f5-82ef-8284c704a6f3.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CJ-4872	TCGA-CJ-4872-01A	Primary Tumor
4000c795-62fe-40ff-9174-c485c9065516	5fd9768c-c1e9-4f4c-bc1a-259925aa0aec.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-5195	TCGA-BP-5195-01A	Primary Tumor
f73ef8af-971b-48ef-b767-61883c985f0f	267640d4-53b0-4a04-9a87-7ac779d35938.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CZ-5467	TCGA-CZ-5467-11A	Solid Tissue Normal
8a74631a-d96e-47a6-b05f-c4d1e514b067	MOWED_p_TCGAb3_39_40_41_42_STY_GenomeWideSNP_6_C07_1377570.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-A3-A6NN	TCGA-A3-A6NN-10A	Blood Derived Normal
8472c953-cde3-41a4-be14-91f3a3c69d75	REEDY_p_TCGAb65_SNP_N_GenomeWideSNP_6_E07_697604.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4837	TCGA-B0-4837-01A	Primary Tumor
65abcfa3-959a-41d8-9015-f67f8d622c28	jhu-usc.edu_KIRC.HumanMethylation27.5.lvl-3.TCGA-BP-5007-11A-01D-1332-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-5007	TCGA-BP-5007-11A	Solid Tissue Normal
e9c624cb-7810-44c5-8a09-6125aecada80	df1d818d-1204-434a-8597-9cc864d5cc36.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-B0-5706	TCGA-B0-5706-11A	Solid Tissue Normal
1d6da8b4-14c9-43fb-a6f3-fe777293cd81	SITUS_p_TCGAb50_SNP_N_GenomeWideSNP_6_D09_680168.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-AK-3426	TCGA-AK-3426-01A	Primary Tumor
c2011d9a-4a34-4948-8065-053af5ae4471	20b08714-89fd-4985-9bc1-43ee351dbff9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CZ-4858	TCGA-CZ-4858-01A	Primary Tumor
cf71608f-47f8-42bd-9eff-39b15d0696db	BEFIT_p_TCGAb32_SNP_S_GenomeWideSNP_6_F02_584920.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-A3-3380	TCGA-A3-3380-11A	Solid Tissue Normal
a50d97e1-13ff-4441-9ce8-69a9f3349e1a	DEBUT_p_TCGAb45_81_wRedosSNP_N_GenomeWideSNP_6_G10_729422.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-AK-3465	TCGA-AK-3465-01A	Primary Tumor
06043b4f-bc6e-4011-b389-29731942f693	NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_B08_730582.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4945	TCGA-B0-4945-01A	Primary Tumor
